time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY,prediction
2393930,36.01295583,129.3188088,18.82610318,61.67486202,0,65535,,2.234375,-2.32421875,1.1484375,0.20703125,0.10546875,0.201171875,0.5234375,-9.65625,1.0859375,1
2393931,,,,,,,,2.16015625,-2.32421875,1.1640625,0.212890625,0.10546875,0.1875,0.44921875,-9.65625,1.125,0
2393932,,,,,,,,2.16796875,-2.27734375,1.16015625,0.205078125,0.091796875,0.1640625,0.44921875,-9.6171875,1.16015625,0
2393933,,,,,,,,2.16796875,-2.27734375,1.13671875,0.19921875,0.09375,0.150390625,0.44921875,-9.6171875,1.16015625,0
2393934,,,,,,,,2.2421875,-2.23046875,1.0703125,0.1875,0.095703125,0.134765625,0.5234375,-9.578125,1.125,0
2393935,,,,,,,,2.3203125,-2.25390625,0.9921875,0.177734375,0.107421875,0.115234375,0.6015625,-9.62109375,1.0859375,0
2393936,,,,,,,,2.359375,-2.29296875,1.05078125,0.1796875,0.11328125,0.111328125,0.640625,-9.65625,1.16015625,0
2393937,,,,,,,,2.16796875,-2.4296875,0.921875,0.189453125,0.130859375,0.1015625,0.44921875,-9.81640625,1.0859375,1
2393938,,,,,,,,2.08984375,-2.4921875,0.8828125,0.185546875,0.142578125,0.103515625,0.37109375,-9.89453125,1.0859375,0
2393939,,,,,,,,2.12109375,-2.4921875,0.84375,0.173828125,0.150390625,0.103515625,0.41015625,-9.89453125,1.0859375,0
2393940,36.01295583,129.3188087,18.81107836,61.67486199,0,65535,,2.16015625,-2.3984375,0.8125,0.20703125,0.10546875,0.201171875,0.44921875,-9.81640625,1.0859375,0
2393941,,,,,,,,2.4375,-2.24609375,0.8203125,0.158203125,0.140625,0.09765625,0.71875,-9.66015625,1.125,0
2393942,,,,,,,,2.58203125,-2.15234375,0.796875,0.17578125,0.1484375,0.072265625,0.87109375,-9.58203125,1.125,0
2393943,,,,,,,,2.6953125,-2.109375,0.71875,0.166015625,0.150390625,0.041015625,0.984375,-9.546875,1.0859375,1
2393944,,,,,,,,2.53515625,-2.09375,0.76171875,0.1796875,0.16796875,0.017578125,0.83203125,-9.55078125,1.16015625,1
2393945,,,,,,,,2.51953125,-2.12890625,0.703125,0.138671875,0.181640625,0.01171875,0.83203125,-9.58203125,1.125,1
2393946,,,,,,,,2.48828125,-2.12109375,0.6484375,0.115234375,0.189453125,0.029296875,0.79296875,-9.58203125,1.0859375,1
2393947,,,,,,,,2.44140625,-2.03125,0.5390625,0.0703125,0.20703125,0.041015625,0.75390625,-9.5078125,1.0078125,1
2393948,,,,,,,,2.43359375,-2.0703125,0.33203125,0.041015625,0.2109375,0.060546875,0.75390625,-9.546875,0.81640625,1
2393949,,,,,,,,2.625,-2.23828125,0.5,-0.00390625,0.21875,0.048828125,0.9453125,-9.73828125,1.0078125,1
2393950,36.01295583,129.3188087,18.81107836,61.67486199,0,65535,,2.45703125,-2.23828125,0.4453125,-0.037109375,0.216796875,0.048828125,0.79296875,-9.73828125,0.96875,1
2393951,,,,,,,,2.3828125,-2.23046875,0.32421875,-0.06640625,0.220703125,0.056640625,0.71875,-9.734375,0.85546875,1
2393952,,,,,,,,2.3046875,-2.09765625,0.27734375,-0.12890625,0.212890625,0.060546875,0.640625,-9.62109375,0.81640625,1
2393953,,,,,,,,2.265625,-2.12890625,0.39453125,-0.16015625,0.212890625,0.04296875,0.6015625,-9.66015625,0.93359375,1
2393954,,,,,,,,2.1796875,-2.3046875,0.39453125,-0.203125,0.21875,-0.02734375,0.5234375,-9.85546875,0.93359375,1
2393955,,,,,,,,1.97265625,-2.41015625,0.4296875,-0.228515625,0.208984375,-0.052734375,0.33203125,-9.96484375,0.96875,1
