time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY,prediction
4123274,,,,,,,,-0.64453125,-0.12890625,-0.6796875,0.28125,-0.0390625,-0.017578125,-0.59765625,-9.5859375,1.2578125,2
4123275,,,,,,,,-0.60546875,-0.05078125,-0.51171875,0.244140625,-0.080078125,-0.013671875,-0.55859375,-9.5078125,1.44921875,2
4123276,,,,,,,,-0.8359375,0.27734375,-0.58203125,0.158203125,-0.1796875,0,-0.7890625,-9.16796875,1.41015625,2
4123277,,,,,,,,-0.73046875,0.46875,-0.78125,0.13671875,-0.23046875,-0.005859375,-0.67578125,-8.9765625,1.21875,2
4123278,,,,,,,,-0.5390625,0.46875,-0.91015625,0.154296875,-0.27734375,-0.009765625,-0.484375,-8.98046875,1.10546875,2
4123279,,,,,,,,-0.27734375,0.0390625,-0.88671875,0.228515625,-0.294921875,-0.017578125,-0.17578125,-9.58984375,1.18359375,2
4123280,36.01252217,129.3192368,57.41016304,13.55570706,1.1,316,,-0.23828125,-0.24609375,-0.796875,0.27734375,-0.28125,-0.021484375,-0.21484375,-9.86328125,1.44921875,2
4123281,,,,,,,,-0.29296875,-0.7109375,-0.60546875,0.2421875,-0.255859375,-0.017578125,-0.21484375,-10.2421875,1.48828125,2
4123282,,,,,,,,-0.29296875,-0.828125,-0.61328125,0.212890625,-0.25390625,-0.01171875,-0.17578125,-10.28515625,1.48828125,2
4123283,,,,,,,,-0.30078125,-0.875,-0.68359375,0.080078125,-0.244140625,0,-0.29296875,-10.2421875,1.375,2
4123284,,,,,,,,-0.38671875,-0.8359375,-0.7578125,0.025390625,-0.228515625,0.005859375,-0.3671875,-10.24609375,1.3359375,2
4123285,,,,,,,,-0.5390625,-0.765625,-0.8359375,-0.07421875,-0.19921875,0.0234375,-0.63671875,-9.82421875,1.2578125,2
4123286,,,,,,,,-0.8828125,-0.23046875,-0.75,-0.158203125,-0.15625,0.015625,-0.98046875,-9.36328125,1.44921875,2
