times,latitude,longitude,speed,course,sat_num,hdop,enu_x,enu_y
25691440,36.013033,129.31889266666667,1.5,-1,-1,-1,26.38356342006366,70.2372362752068
25691450,36.01303383333333,129.318894,1.5,-1,-1,-1,26.503761607128347,70.32970267169789
25691460,36.01303466666666,129.31889516666666,1.4000000000000001,-1,-1,-1,26.608934983979154,70.42216902527412
25691470,36.01303566666666,129.31889616666666,1.5,-1,-1,-1,26.699083495372356,70.53312853982716
25691480,36.01303633333334,129.31889733333335,1.4000000000000001,-1,-1,-1,26.804256927010506,70.6071016903254
25691490,36.01303716666666,129.31889866666668,1.4000000000000001,-1,-1,-1,26.924455104482156,70.69956809160787
25691500,36.01303866666667,129.31890183333334,1.6,-1,-1,-1,27.20992593100697,70.86600783586867
25691510,36.013040333333336,129.31890466666667,1.6,-1,-1,-1,27.465347075115005,71.05094070134861
25691520,36.01304116666667,129.31890583333333,1.5,-1,-1,-1,27.570520432944406,71.14340706586664
25691530,36.013042000000006,129.318907,1.5,-1,-1,-1,27.675693789562665,71.23587343205239
25691540,36.013043333333336,129.31890816666666,1.6,-1,-1,-1,27.78086696807425,71.38381942047354
25691550,36.01304433333333,129.3189095,1.6,-1,-1,-1,27.901065066206364,71.49477904303994
25691560,36.013045000000005,129.31891033333335,1.4000000000000001,-1,-1,-1,27.97618886461572,71.56875211167076
25691570,36.013047,129.318913,1.5,-1,-1,-1,28.21658504765349,71.79067136471471
25691580,36.013048000000005,129.3189145,1.6,-1,-1,-1,28.351807940089977,71.9016310433604
25691590,36.01304883333333,129.318916,1.6,-1,-1,-1,28.4870308889813,71.99409751607001
25691600,36.01305083333333,129.3189186666667,1.6,-1,-1,-1,28.727427050119026,72.21601678382825
25691610,36.013054000000004,129.31892216666665,1.6,-1,-1,-1,29.042946787841963,72.56738875605258
